Trial	Proposer_ID	Offer	Anger
1	computer	1	1
2	PRP1	8	1
3	PRP2	8	1
4	PRP3	3	2
5	computer	4	1
6	computer	11	1
7	PRP1	11	1
8	computer	8	1
9	PRP4	3	2
10	computer	2	1
11	computer	11	1
12	PRP5	4	2
13	PRP3	2	2
14	computer	9	1
15	PRP4	11	2
16	computer	10	1
17	PRP5	3	2
18	PPR6	10	1
19	PRP5	1	2
20	PRP3	4	2
21	PRP2	9	1
22	PRP6	11	1
23	PRP2	10	1
24	computer	3	1
25	PRP1	10	1
26	computer	11	1
27	PRP4	2	2
28	computer	2	1
29	PRP2	11	1
30	PRP4	10	2
31	PRP1	9	1
32	PRP6	1	1
33	computer	3	1
34	PRP3	1	2
35	PRP6	3	1
36	PRP5	2	2
