Trial	Proposer_ID	Offer	Anger
1	computer	3	1
2	PRP1	3	1
3	PRP2	11	1
4	PRP3	3	1
5	computer	2	1
6	PRP4	8	1
7	computer	1	1
8	PRP5	4	1
9	PRP2	9	1
10	computer	10	1
11	computer	9	1
12	PRP6	11	1
13	PRP4	10	1
14	computer	9	1
15	PRP2	10	1
16	PRP6	9	1
17	PRP1	2	1
18	PRP6	2	1
19	PRP4	9	1
20	computer	11	1
21	PRP1	4	1
22	computer	1	1
23	computer	3	1
24	PRP6	4	1
25	PRP4	11	1
26	computer	10	1
27	computer	4	1
28	PRP3	1	1
29	PRP5	3	1
30	PRP3	4	1
31	PRP1	1	1
32	PRP5	9	1
33	PRP3	2	1
34	PRP5	11	1
35	PRP2	8	1
36	computer	8	1
