Trial	Proposer_ID	Offer	Anger
1	PRP1	2	1
2	PRP2	2	1
3	PRP2	3	1
4	PRP1	3	1
5	PRP2	9	1
6	PRP3	3	1
7	computer	3	1
8	PRP4	10	1
9	PRP5	8	1
10	computer	1	1
11	PRP3	1	1
12	PRP5	3	1
13	computer	8	1
14	PPR4	8	1
15	PRP4	9	1
16	PRP6	11	1
17	PRP3	4	1
18	PRP6	8	1
19	computer	4	1
20	PRP6	9	1
21	PRP5	10	1
22	computer	8	1
23	computer	3	1
24	computer	9	1
25	computer	4	1
26	PRP6	10	1
27	PRP3	2	1
28	PRP1	1	1
29	computer	2	1
30	computer	11	1
31	computer	10	1
32	PRP1	4	1
33	PRP4	11	1
34	computer	9	1
35	PRP2	10	1
36	PRP5	4	1
