Trial	Proposer_ID	Offer	Anger
1	PRP1	11	1
2	PRP2	9	1
3	PRP3	2	2
4	computer	8	1
5	computer	9	1
6	PRP1	10	1
7	computer	8	1
8	computer	10	1
9	computer	11	1
10	PRP1	9	1
11	PRP3	1	3
12	computer	4	1
13	PRP4	10	1
14	PRP2	8	1
15	computer	2	1
16	PRP3	3	2
17	computer	1	1
18	computer	3	1
19	PRP4	3	1
20	computer	8	1
21	PRP5	1	3
22	PRP6	11	1
23	PRP6	3	1
24	PRP5	2	2
25	PRP1	8	1
26	PRP2	11	1
27	computer	3	1
28	PRP3	4	1
29	PRP4	2	1
30	computer	2	1
31	PRP4	8	1
32	PRP2	10	1
33	PRP6	10	1
34	PRP5	4	1
35	PRP6	2	1
36	PRP5	3	2
