Trial	Proposer_ID	Offer	Anger
1	computer	2	1
2	PRP1	8	1
3	computer	9	1
4	PRP2	4	1
5	PRP1	11	1
6	computer	10	1
7	PRP2	1	2
8	PRP1	10	1
9	computer	3	1
10	PRP3	8	1
11	PRP4	4	1
12	PRP5	1	1
13	PRP6	11	1
14	PRP4	1	1
15	PRP6	8	1
16	PRP4	2	1
17	PRP3	2	1
18	PRP3	3	1
19	computer	4	1
20	computer	8	1
21	PRP5	3	1
22	PRP6	9	1
23	PRP4	3	1
24	computer	8	1
25	PRP1	9	1
26	PRP5	2	1
27	PRP2	8	1
28	computer	1	1
29	computer	3	1
30	PRP3	9	1
31	computer	11	1
32	PRP2	10	1
33	computer	11	1
34	PRP5	4	1
35	computer	1	1
36	PRP6	10	1
