Trial	Proposer_ID	Offer	Anger
1	PRP1	1	1
2	computer	3	1
3	computer	1	1
4	PRP2	4	1
5	computer	1	1
6	PRP1	11	1
7	computer	9	1
8	computer	11	1
9	PRP3	1	1
10	computer	9	1
11	PRP4	3	1
12	computer	8	1
13	computer	4	1
14	computer	3	1
15	PRP5	2	1
16	PRP4	9	1
17	PRP5	8	1
18	computer	2	1
19	PRP1	2	1
20	PRP5	8	1
21	PRP4	9	1
22	computer	9	1
23	computer	2	1
24	PRP3	1	1
25	PRP2	10	1
26	PRP6	9	1
27	PRP3	10	1
28	computer	10	1
29	PRP6	8	1
30	PRP6	2	1
31	computer	10	1
32	computer	8	1
33	computer	1	1
34	computer	2	1
35	computer	8	1
36	PRP2	3	1
