Trial	Proposer_ID	Offer	Anger
1	PRP1	11	1
2	PRP2	11	1
3	PRP1	8	1
4	PRP1	9	1
5	computer	1	5
6	PRP2	10	1
7	computer	2	5
8	PRP3	2	5
9	PRP4	3	2
10	computer	3	5
11	computer	2	5
12	PRP5	3	3
13	computer	9	2
14	PRP6	2	5
15	PRP6	3	5
16	PRP2	9	1
17	computer	3	5
18	computer	4	5
19	PRP4	8	1
20	PRP3	1	5
21	PRP5	11	1
22	computer	9	1
23	PRP4	4	2
24	PRP1	10	1
25	computer	9	1
26	PRP4	9	1
27	PRP5	4	2
28	computer	11	1
29	PRP5	10	1
30	PRP6	4	4
31	PRP2	8	1
32	PRP6	1	5
33	PRP3	3	4
34	PRP3	4	4
35	computer	10	1
36	computer	8	1
