Trial	Proposer_ID	Offer	Anger
1	computer	9	1
2	computer	10	1
3	computer	4	1
4	computer	8	1
5	computer	9	1
6	PRP1	3	1
7	PRP2	8	1
8	computer	1	1
9	computer	10	1
10	PRP3	9	1
11	PRP4	11	1
12	PRP5	1	1
13	computer	3	1
14	computer	1	1
15	PRP5	1	1
16	PRP4	10	1
17	computer	3	1
18	computer	8	1
19	PRP2	4	1
20	PRP2	1	1
21	computer	2	1
22	PRP1	9	1
23	PRP6	8	1
24	computer	9	1
25	PRP3	2	1
26	computer	2	1
27	PRP3	10	1
28	computer	11	1
29	computer	8	1
30	PRP6	3	1
31	PRP5	9	1
32	PRP4	2	1
33	PRP1	8	1
34	PRP6	2	1
35	computer	1	1
36	computer	2	1
