Trial	Proposer_ID	Offer	Anger
1	computer	4	3
2	computer	3	3
3	computer	8	2
4	PRP1	1	4
5	PRP2	9	1
6	PRP3	2	4
7	PRP1	3	3
8	PRP4	2	4
9	computer	4	2
10	computer	9	1
11	PRP5	10	1
12	PRP3	3	4
13	PRP6	3	2
14	computer	1	5
15	PRP1	4	3
16	PRP4	3	4
17	computer	11	1
18	PRP5	8	1
19	PRP6	1	1
20	PRP4	8	1
21	PRP2	11	1
22	PRP4	9	1
23	computer	10	1
24	PRP2	8	1
25	PRP1	2	3
26	PRP2	10	1
27	PRP3	1	4
28	PRP6	11	1
29	PRP3	4	4
30	computer	9	1
31	computer	2	5
32	computer	11	1
33	PRP5	11	1
34	PRP6	8	1
35	computer	4	4
36	PRP5	9	1
