Trial	Proposer_ID	Offer	Anger
1	PRP1	11	1
2	computer	3	1
3	PRP1	3	1
4	PRP2	4	1
5	computer	2	1
6	PRP3	11	1
7	PRP4	11	1
8	PRP5	3	1
9	computer	10	1
10	PRP5	2	1
11	PRP1	10	1
12	PRP6	4	1
13	PRP4	8	1
14	PRP2	3	1
15	PRP3	10	1
16	computer	4	1
17	computer	9	1
18	PRP6	9	1
19	computer	4	1
20	PRP2	1	2
21	computer	8	1
22	PRP6	8	1
23	PRP2	2	2
24	PRP4	9	1
25	computer	1	1
26	PRP3	9	1
27	PRP1	4	1
28	PRP3	8	1
29	PRP5	1	1
30	PRP5	4	1
31	computer	8	1
32	computer	9	1
33	PRP6	1	2
34	computer	11	1
35	computer	1	1
36	PRP4	10	1
