ibi	time	condition	order
1045	pre	baseline	1
1034	pre	baseline	1
1040	pre	baseline	1
579	pre	baseline	1
719	pre	baseline	1
894	pre	baseline	1
843	pre	baseline	1
1040	pre	baseline	1
1107	pre	baseline	1
975	pre	baseline	1
1024	pre	baseline	1
1126	pre	baseline	1
1088	pre	baseline	1
967	pre	baseline	1
1045	pre	baseline	1
1099	pre	baseline	1
1045	pre	baseline	1
962	pre	baseline	1
951	pre	baseline	1
991	pre	baseline	1
1067	pre	baseline	1
1032	pre	baseline	1
458	pre	baseline	1
671	pre	baseline	1
520	pre	baseline	1
698	pre	baseline	1
1002	pre	baseline	1
997	pre	baseline	1
967	pre	baseline	1
1037	pre	baseline	1
859	pre	baseline	1
1008	pre	baseline	1
779	pre	baseline	1
393	pre	baseline	1
997	pre	baseline	1
1177	pre	baseline	1
1024	pre	baseline	1
959	pre	baseline	1
1113	pre	baseline	1
962	pre	baseline	1
889	pre	baseline	1
911	pre	baseline	1
937	pre	baseline	1
989	pre	baseline	1
1115	pre	baseline	1
1013	pre	baseline	1
1167	pre	baseline	1
1630	pre	baseline	1
1150	pre	baseline	1
1024	pre	baseline	1
1083	pre	baseline	1
1091	pre	baseline	1
881	pre	baseline	1
902	pre	baseline	1
1002	pre	baseline	1
986	pre	baseline	1
962	pre	baseline	1
1164	pre	baseline	1
792	pre	baseline	1
477	pre	baseline	1
1080	pre	baseline	1
628	pre	baseline	1
1145	pre	baseline	1
1096	pre	baseline	1
1107	pre	baseline	1
932	pre	baseline	1
1032	pre	baseline	1
1040	pre	baseline	1
797	pre	baseline	1
951	pre	baseline	1
1080	pre	baseline	1
919	pre	baseline	1
956	pre	baseline	1
1018	pre	baseline	1
832	pre	baseline	1
884	pre	baseline	1
1010	pre	baseline	1
840	pre	baseline	1
862	pre	baseline	1
894	pre	baseline	1
1099	pre	baseline	1
811	pre	baseline	1
1034	pre	baseline	1
1096	pre	baseline	1
859	pre	baseline	1
946	pre	baseline	1
1013	pre	baseline	1
867	pre	baseline	1
892	pre	baseline	1
892	pre	baseline	1
824	pre	baseline	1
814	pre	baseline	1
924	pre	baseline	1
962	pre	baseline	1
1005	pre	baseline	1
1207	pre	baseline	1
353	pre	baseline	1
660	pre	baseline	1
927	pre	baseline	1
849	pre	baseline	1
962	pre	baseline	1
811	pre	baseline	1
1070	pre	baseline	1
1061	pre	baseline	1
1326	pre	baseline	1
1040	pre	baseline	1
708	pre	baseline	1
819	pre	baseline	1
975	pre	baseline	1
1091	pre	baseline	1
714	pre	baseline	1
1180	pre	baseline	1
1013	pre	baseline	1
1056	pre	baseline	1
1094	pre	baseline	1
954	pre	baseline	1
1140	pre	baseline	1
1110	pre	baseline	1
911	pre	baseline	1
1053	pre	baseline	1
1164	pre	baseline	1
1029	pre	baseline	1
1150	pre	baseline	1
1061	pre	baseline	1
994	pre	baseline	1
