Trial	Proposer_ID	Offer	Anger
1	PRP1	3	1
2	PRP2	9	1
3	computer	1	1
4	PRP3	11	1
5	PRP4	3	1
6	computer	4	1
7	computer	2	1
8	PRP5	4	1
9	PRP6	3	1
10	PRP5	3	1
11	PRP6	2	1
12	PRP4	10	1
13	computer	8	1
14	PRP2	11	1
15	PRP2	8	1
16	PRP5	2	1
17	PRP3	10	1
18	computer	9	1
19	PRP1	4	1
20	computer	11	1
21	PRP6	8	1
22	computer	1	1
23	PRP2	9	1
24	PRP1	1	1
25	PRP5	1	1
26	PRP2	10	1
27	computer	2	1
28	PRP4	4	1
29	PRP3	8	1
30	computer	10	1
31	PRP6	9	1
32	computer	8	1
33	computer	3	1
34	PRP4	11	1
35	computer	11	1
36	PRP1	2	1
