Trial	Proposer_ID	Offer	Anger
1	computer	2	4
2	computer	3	4
3	computer	11	1
4	computer	1	5
5	PRP1	2	4
6	computer	1	4
7	PRP2	9	1
8	computer	2	4
9	PRP3	11	1
10	computer	4	3
11	computer	9	1
12	computer	9	1
13	PRP2	1	5
14	PRP4	9	1
15	computer	8	1
16	computer	1	4
17	computer	3	4
18	PRP3	1	5
19	computer	10	1
20	PRP2	2	4
21	computer	10	1
22	PRP4	10	1
23	PRP5	10	1
24	computer	2	3
25	PRP4	2	4
26	computer	8	1
27	computer	8	1
28	PRP6	1	5
29	PRP6	8	1
30	PRP3	8	1
31	PRP6	4	4
32	computer	9	1
33	PRP1	3	2
34	PRP1	9	3
35	PRP5	8	1
36	PRP5	3	4
