Trial	Proposer_ID	Offer	Anger
1	PRP1	1	1
2	computer	11	1
3	computer	8	1
4	PRP2	8	1
5	computer	1	1
6	computer	10	1
7	PRP1	9	1
8	computer	1	1
9	PRP3	3	1
10	computer	8	1
11	PRP4	10	1
12	computer	3	1
13	PRP5	9	1
14	PRP4	9	1
15	PRP3	8	1
16	PRP5	1	1
17	PRP6	1	1
18	computer	8	1
19	computer	3	1
20	computer	9	1
21	PRP2	4	1
22	computer	2	1
23	PRP1	8	1
24	PRP2	2	1
25	computer	4	1
26	computer	1	1
27	computer	10	1
28	PRP6	10	1
29	computer	9	1
30	PRP4	2	1
31	PRP6	2	1
32	PRP3	11	1
33	computer	2	1
34	computer	2	1
35	computer	9	1
36	PRP5	3	1
