Trial	Proposer_ID	Offer	Anger
1	PRP1	11	1
2	PRP2	9	1
3	computer	4	1
4	computer	4	3
5	PRP3	9	4
6	PRP3	11	1
7	computer	8	1
8	computer	10	1
9	PRP4	1	2
10	PRP4	2	1
11	PRP1	2	1
12	PRP3	8	1
13	computer	3	3
14	PRP4	4	1
15	PRP5	8	1
16	PRP2	11	1
17	PRP3	10	2
18	PRP1	10	1
19	PRP6	2	2
20	computer	11	1
21	PRP6	3	1
22	PRP2	10	2
23	PRP1	4	3
24	computer	2	1
25	PRP6	1	3
26	computer	1	3
27	computer	10	3
28	computer	3	1
29	PRP4	3	1
30	PRP6	4	1
31	computer	11	1
32	computer	9	1
33	PRP5	1	3
34	PRP5	11	1
35	PRP2	8	3
36	PRP5	3	3
