Trial	Proposer_ID	Offer	Anger
1	PRP1	2	1
2	PRP2	9	1
3	PRP2	10	1
4	PRP1	3	1
5	PRP3	4	1
6	computer	1	1
7	PRP2	11	1
8	computer	2	1
9	computer	9	1
10	computer	8	1
11	PRP4	11	1
12	computer	11	1
13	PRP2	8	1
14	computer	1	1
15	computer	8	1
16	computer	3	1
17	PRP3	2	1
18	PRP4	10	1
19	computer	8	1
20	PRP4	9	1
21	PRP5	4	1
22	PRP6	4	1
23	PPR5	9	1
24	PRP6	2	1
25	PRP1	9	1
26	PRP3	3	1
27	PRP6	3	1
28	PPR5	10	1
29	PRP1	10	1
30	computer	2	1
31	computer	4	1
32	computer	10	1
33	PRP6	1	1
34	PPR4	8	1
35	PRP3	1	1
36	PRP5	2	1
