Trial	Proposer_ID	Offer	Anger
1	PRP1	1	2
2	PRP2	9	2
3	PRP1	4	3
4	PRP1	3	3
5	PRP3	2	2
6	computer	8	2
7	computer	8	2
8	PRP4	2	2
9	PRP5	11	1
10	PRP6	11	1
11	PRP3	3	2
12	PRP2	1	2
13	PRP3	10	2
14	PRP4	3	2
15	PRP5	8	1
16	PRP5	10	1
17	computer	2	2
18	computer	11	2
19	PRP6	9	1
20	PRP3	11	2
21	PRP4	1	2
22	PRP4	4	2
23	PRP5	9	1
24	computer	3	2
25	PRP1	2	3
26	computer	9	2
27	PRP2	4	2
28	PRP2	8	2
29	computer	10	2
30	PRP6	10	1
31	computer	2	2
32	computer	1	2
33	computer	1	2
34	computer	4	2
35	computer	9	2
36	PRP6	8	2
