Trial	Proposer_ID	Offer	Anger
1	PRP1	10	1
2	PRP2	1	2
3	computer	9	1
4	computer	1	2
5	PRP3	10	1
6	PRP4	8	1
7	computer	2	1
8	computer	3	1
9	computer	9	1
10	PRP2	9	1
11	computer	8	1
12	PRP1	9	1
13	computer	11	1
14	computer	8	1
15	PRP5	1	2
16	PRP3	11	1
17	computer	10	1
18	PRP4	4	1
19	PRP2	1	2
20	PRP6	8	1
21	computer	9	1
22	PRP3	3	1
23	computer	2	1
24	PRP6	2	1
25	PRP5	9	1
26	PRP6	2	1
27	computer	3	1
28	computer	1	2
29	computer	4	1
30	PRP5	3	1
31	computer	2	2
32	computer	8	1
33	computer	10	1
34	computer	1	2
35	PRP1	2	1
36	PRP4	8	1
