Trial	Proposer_ID	Offer	Anger
1	computer	9	1
2	computer	8	1
3	computer	10	1
4	PRP1	2	3
5	computer	4	3
6	computer	1	5
7	PRP2	4	2
8	computer	2	4
9	computer	8	1
10	computer	8	1
11	PRP3	10	1
12	PRP4	8	1
13	computer	11	1
14	PRP2	9	1
15	PRP3	3	2
16	PRP5	9	1
17	PRP6	3	2
18	PRP6	11	1
19	computer	10	1
20	PRP4	8	1
21	PRP5	2	4
22	computer	3	3
23	PRP1	10	1
24	computer	9	1
25	computer	2	4
26	PRP5	8	1
27	computer	9	1
28	PRP2	9	1
29	PRP4	1	4
30	computer	3	2
31	computer	2	4
32	computer	1	4
33	computer	1	4
34	PRP3	2	3
35	PRP1	1	4
36	PRP6	1	1
