Trial	Proposer_ID	Offer	Anger
1	PRP1	8	1
2	computer	9	1
3	computer	10	1
4	PRP2	9	1
5	computer	8	1
6	computer	2	1
7	computer	2	1
8	computer	9	1
9	PRP2	3	1
10	PRP3	8	1
11	PRP1	4	1
12	computer	11	1
13	computer	3	1
14	computer	8	1
15	PRP4	1	1
16	computer	8	1
17	PRP5	1	1
18	computer	10	1
19	PRP6	2	1
20	PRP5	3	1
21	PRP2	11	1
22	computer	1	1
23	PRP1	2	1
24	computer	4	1
25	PRP4	10	1
26	computer	1	1
27	PRP5	8	1
28	computer	1	1
29	PRP6	1	1
30	PRP6	10	1
31	computer	3	1
32	PRP4	9	1
33	computer	9	1
34	PRP3	2	1
35	PRP3	9	1
36	computer	2	1
