Trial	Proposer_ID	Offer	Anger
1	computer	9	1
2	computer	11	1
3	computer	3	1
4	PRP1	8	1
5	PRP2	11	1
6	computer	8	1
7	PPR2	8	1
8	PRP3	3	2
9	computer	4	1
10	PRP1	11	1
11	computer	11	1
12	PRP1	9	1
13	PRP4	2	4
14	PRP5	8	1
15	PRP5	3	3
16	PRP3	9	1
17	PRP6	1	5
18	PRP1	10	1
19	PRP5	11	1
20	PRP6	3	4
21	PRP6	4	4
22	PRP6	2	5
23	PRP5	2	4
24	computer	4	1
25	PRP3	10	1
26	computer	9	1
27	PRP4	3	3
28	PRP2	9	1
29	PPR2	10	1
30	PRP4	1	5
31	computer	3	1
32	computer	2	1
33	PRP4	4	2
34	computer	1	2
35	computer	10	1
36	PRP3	2	3
