Trial	Proposer_ID	Offer	Anger
1	computer	11	1
2	PRP1	9	1
3	computer	1	1
4	PRP2	10	1
5	PRP3	10	1
6	computer	2	1
7	PRP3	1	1
8	PRP4	3	1
9	computer	1	1
10	PRP5	4	1
11	PRP5	8	1
12	computer	2	1
13	computer	4	1
14	PRP1	2	1
15	computer	8	1
16	computer	8	1
17	PRP4	1	1
18	computer	3	1
19	computer	9	1
20	PRP2	1	1
21	PRP6	3	1
22	PRP3	9	1
23	PRP6	11	1
24	computer	9	1
25	computer	1	1
26	computer	3	1
27	computer	2	1
28	PRP1	9	1
29	PRP6	8	1
30	PRP2	2	1
31	computer	9	1
32	PRP4	8	1
33	PRP5	2	1
34	computer	10	1
35	computer	10	1
36	computer	8	1
