Trial	Proposer_ID	Offer	Anger
1	PRP1	8	1
2	computer	11	1
3	computer	3	1
4	PRP2	9	1
5	PRP3	8	1
6	PRP4	3	2
7	computer	2	1
8	computer	2	1
9	computer	4	1
10	computer	9	1
11	PRP5	1	1
12	PRP2	8	1
13	PRP3	9	1
14	PRP5	2	1
15	PRP6	10	1
16	computer	8	1
17	PPR6	1	1
18	PRP3	11	1
19	PRP2	3	1
20	PRP4	4	1
21	PPR6	3	1
22	computer	8	1
23	PRP4	2	1
24	PRP1	11	1
25	PRP2	2	1
26	computer	10	1
27	PRP3	10	1
28	PRP1	9	1
29	PRP5	3	1
30	PRP5	4	1
31	computer	1	1
32	PRP4	1	1
33	PRP6	8	1
34	computer	11	1
35	computer	1	1
36	PRP1	10	1
