Trial	Proposer_ID	Offer	Anger
1	computer	1	1
2	computer	10	1
3	PRP1	11	1
4	PRP2	8	1
5	computer	8	1
6	computer	10	1
7	computer	3	1
8	PRP3	3	1
9	PRP1	2	1
10	PRP4	3	1
11	PRP5	8	1
12	computer	1	1
13	computer	9	1
14	PRP6	3	1
15	PRP5	10	1
16	PRP4	2	1
17	PRP3	9	1
18	computer	4	1
19	PRP5	9	1
20	PRP4	1	1
21	PRP3	11	1
22	PRP1	8	1
23	PRP6	2	1
24	PRP2	9	1
25	PRP5	11	1
26	PRP1	1	1
27	PRP4	4	1
28	PRP2	11	1
29	computer	2	1
30	computer	4	1
31	computer	11	1
32	PRP2	10	1
33	computer	11	1
34	PPR6	4	1
35	PRP3	1	1
36	PRP6	1	1
