Trial	Proposer_ID	Offer	Anger
1	PRP1	3	4
2	computer	8	1
3	PRP2	4	2
4	PRP3	2	2
5	computer	10	1
6	computer	2	2
7	PRP4	1	2
8	PRP4	8	2
9	computer	9	1
10	PRP1	9	1
11	computer	9	1
12	computer	1	2
13	PRP2	10	1
14	PRP5	1	2
15	computer	11	1
16	computer	1	2
17	computer	1	2
18	computer	8	1
19	PRP6	10	1
20	PRP6	1	2
21	computer	3	2
22	PRP2	2	2
23	computer	2	2
24	computer	4	2
25	PRP4	11	1
26	PRP5	8	1
27	computer	8	1
28	computer	2	2
29	computer	10	1
30	computer	9	1
31	PRP5	9	1
32	PRP1	2	2
33	computer	3	2
34	PRP3	8	1
35	PRP3	9	1
36	PRP6	3	2
