Trial	Proposer_ID	Offer	Anger
1	PRP1	11	1
2	computer	9	1
3	PRP2	4	2
4	PRP3	10	1
5	computer	1	1
6	PRP1	1	1
7	computer	9	1
8	PRP3	9	1
9	PRP1	4	2
10	PRP4	9	1
11	PRP5	3	3
12	PRP5	4	2
13	PRP5	1	4
14	PRP6	4	2
15	computer	4	1
16	computer	2	1
17	computer	8	1
18	computer	4	1
19	computer	3	1
20	PRP6	1	3
21	PRP2	10	1
22	PRP2	2	3
23	computer	2	1
24	computer	10	1
25	PRP2	11	1
26	PRP4	11	1
27	PRP3	8	1
28	computer	11	1
29	computer	8	1
30	PRP4	8	1
31	PRP4	10	1
32	PRP5	2	3
33	PRP6	2	3
34	PRP6	3	2
35	PRP1	8	1
36	PRP3	11	1
