Trial	Proposer_ID	Offer	Anger
1	PRP1	9	1
2	PRP2	3	1
3	computer	9	1
4	PRP1	8	1
5	PRP3	3	1
6	computer	9	1
7	computer	3	4
8	PRP3	2	3
9	PRP3	1	3
10	computer	8	1
11	computer	11	1
12	computer	4	4
13	computer	10	1
14	PRP2	4	1
15	computer	9	1
16	PRP4	9	1
17	PRP5	11	1
18	PRP6	10	1
19	PRP3	4	4
20	PRP6	9	1
21	PRP6	11	1
22	PRP4	10	1
23	computer	3	4
24	PRP4	2	3
25	PRP6	8	1
26	computer	1	1
27	PRP2	2	1
28	PRP5	9	1
29	computer	1	4
30	PRP1	11	1
31	PRP1	10	1
32	PRP4	4	3
33	PRP2	1	1
34	computer	2	4
35	PRP5	1	2
36	PRP5	2	2
