Trial	Proposer_ID	Offer	Anger
1	PRP1	11	3
2	PRP2	10	1
3	computer	10	1
4	PRP3	8	4
5	PRP4	3	1
6	computer	10	2
7	computer	2	1
8	PRP2	2	1
9	computer	8	3
10	PRP2	1	1
11	computer	3	1
12	PRP5	10	3
13	PRP5	1	1
14	computer	9	1
15	computer	4	1
16	computer	9	1
17	computer	8	1
18	PRP4	8	1
19	PRP6	8	2
20	PRP1	9	1
21	computer	2	1
22	computer	8	3
23	computer	1	3
24	PRP5	2	1
25	PRP3	9	3
26	computer	9	3
27	PRP3	4	3
28	computer	1	3
29	computer	11	3
30	PRP6	3	1
31	PRP4	1	2
32	PRP6	9	3
33	computer	1	1
34	computer	3	2
35	PRP1	2	3
36	computer	2	3
