Trial	Proposer_ID	Offer	Anger
1	computer	11	1
2	PRP1	1	1
3	PRP2	10	1
4	computer	10	1
5	PRP3	9	1
6	computer	9	1
7	PRP4	10	1
8	PRP1	4	1
9	PRP5	10	1
10	computer	11	1
11	PRP6	4	1
12	computer	10	1
13	PRP4	1	1
14	computer	3	1
15	computer	1	1
16	computer	3	1
17	PRP6	8	1
18	PRP4	11	1
19	computer	2	1
20	PRP1	3	1
21	PRP3	4	1
22	PRP5	11	1
23	computer	1	1
24	computer	4	1
25	PRP1	2	1
26	PRP6	2	1
27	PRP6	1	1
28	PRP4	4	1
29	PRP2	8	1
30	PRP5	9	1
31	PRP3	8	1
32	computer	8	1
33	PRP3	2	1
34	PRP2	9	1
35	PRP6	3	1
36	PRP2	11	1
