Trial	Proposer_ID	Offer	Anger
1	PRP1	10	1
2	PRP2	2	2
3	computer	1	2
4	PRP3	10	1
5	computer	9	1
6	computer	9	1
7	PRP3	3	2
8	PRP4	2	3
9	PRP5	8	1
10	PRP5	11	1
11	computer	2	2
12	PRP3	1	2
13	PRP4	11	1
14	PRP3	11	1
15	PRP1	11	1
16	computer	1	3
17	PRP5	9	1
18	PRP2	3	1
19	computer	4	1
20	computer	1	2
21	PRP2	4	1
22	PRP1	9	1
23	computer	8	1
24	PRP1	8	1
25	PRP6	2	3
26	PRP6	4	1
27	computer	9	1
28	PRP6	3	2
29	computer	11	1
30	PRP4	8	1
31	computer	3	2
32	PRP6	1	3
33	PRP4	3	1
34	PRP5	10	1
35	computer	10	1
36	PRP2	1	3
