Trial	Proposer_ID	Offer	Anger
1	PRP1	2	1
2	PRP2	9	1
3	PRP3	3	1
4	computer	4	1
5	PRP4	2	1
6	computer	2	1
7	PRP4	4	1
8	PRP4	1	1
9	PRP5	8	1
10	computer	10	1
11	computer	8	1
12	PRP5	10	1
13	PRP5	9	1
14	PRP6	9	1
15	PRP3	2	1
16	computer	3	1
17	computer	11	1
18	computer	9	1
19	PRP3	4	1
20	PRP6	3	1
21	computer	1	1
22	PRP6	10	1
23	PRP4	3	1
24	PRP2	8	1
25	computer	9	1
26	PRP6	1	1
27	PRP5	11	1
28	PRP1	10	1
29	computer	10	1
30	computer	4	1
31	PRP2	11	1
32	PRP1	9	1
33	PRP1	3	1
34	computer	4	1
35	PRP3	1	1
36	PRP2	10	1
