Trial	Proposer_ID	Offer	Anger
1	computer	2	1
2	PRP1	10	1
3	PRP1	8	1
4	computer	4	1
5	computer	10	1
6	computer	10	1
7	computer	8	1
8	computer	8	1
9	computer	9	1
10	PRP2	8	1
11	PRP1	1	1
12	PRP3	8	1
13	computer	8	1
14	computer	9	1
15	PRP4	1	1
16	PRP5	9	1
17	computer	3	1
18	computer	9	1
19	PRP4	11	1
20	computer	2	1
21	PRP4	3	1
22	computer	2	1
23	PRP6	2	1
24	computer	1	1
25	PRP6	2	1
26	PRP2	2	1
27	PRP3	10	1
28	PRP3	1	1
29	computer	3	1
30	PRP5	4	1
31	computer	1	1
32	PRP5	9	1
33	PRP6	9	1
34	computer	11	1
35	computer	1	1
36	PRP2	3	1
