Trial	Proposer_ID	Offer	Anger
1	computer	1	5
2	PRP1	3	4
3	PRP1	9	1
4	PRP2	2	4
5	computer	4	1
6	computer	8	3
7	computer	9	1
8	computer	10	1
9	PRP3	1	5
10	computer	10	1
11	PRP4	11	1
12	computer	3	4
13	PRP5	8	1
14	computer	11	1
15	computer	1	5
16	PRP4	2	4
17	PRP4	9	1
18	PRP6	3	2
19	computer	9	1
20	PRP5	1	5
21	PRP6	9	1
22	computer	9	1
23	PRP2	10	1
24	computer	2	5
25	computer	3	4
26	PRP1	8	1
27	computer	8	1
28	PRP3	8	1
29	computer	8	1
30	computer	1	5
31	PRP5	1	5
32	PRP6	10	1
33	computer	2	5
34	computer	2	5
35	PRP3	4	2
36	PRP2	2	3
