Trial	Proposer_ID	Offer	Anger
1	computer	9	1
2	computer	1	4
3	computer	8	2
4	PRP1	11	1
5	PRP1	10	1
6	PRP2	9	1
7	PRP3	1	4
8	computer	11	1
9	computer	11	1
10	PRP4	4	3
11	computer	3	4
12	computer	9	1
13	PRP2	1	4
14	PRP5	11	1
15	PRP6	9	1
16	PRP4	3	4
17	PRP5	9	1
18	PRP5	8	1
19	PPR6	10	1
20	PRP3	2	4
21	PRP4	2	4
22	PRP6	8	1
23	computer	4	3
24	PRP3	3	4
25	computer	1	1
26	computer	2	3
27	PRP1	4	3
28	PRP4	1	4
29	PRP6	11	1
30	PRP5	10	1
31	PRP2	3	2
32	PRP1	3	3
33	computer	1	4
34	computer	10	1
35	PRP3	4	4
36	PRP2	8	2
