ibi	time	condition	order
741	pre	baseline	1
741	pre	baseline	1
746	pre	baseline	1
727	pre	baseline	1
722	pre	baseline	1
719	pre	baseline	1
768	pre	baseline	1
757	pre	baseline	1
814	pre	baseline	1
789	pre	baseline	1
835	pre	baseline	1
849	pre	baseline	1
784	pre	baseline	1
760	pre	baseline	1
760	pre	baseline	1
2112	pre	baseline	1
641	pre	baseline	1
776	pre	baseline	1
636	pre	baseline	1
687	pre	baseline	1
665	pre	baseline	1
681	pre	baseline	1
644	pre	baseline	1
665	pre	baseline	1
622	pre	baseline	1
673	pre	baseline	1
660	pre	baseline	1
717	pre	baseline	1
609	pre	baseline	1
668	pre	baseline	1
660	pre	baseline	1
684	pre	baseline	1
703	pre	baseline	1
698	pre	baseline	1
663	pre	baseline	1
698	pre	baseline	1
638	pre	baseline	1
663	pre	baseline	1
690	pre	baseline	1
692	pre	baseline	1
714	pre	baseline	1
719	pre	baseline	1
711	pre	baseline	1
703	pre	baseline	1
730	pre	baseline	1
711	pre	baseline	1
719	pre	baseline	1
749	pre	baseline	1
787	pre	baseline	1
765	pre	baseline	1
741	pre	baseline	1
695	pre	baseline	1
714	pre	baseline	1
706	pre	baseline	1
714	pre	baseline	1
757	pre	baseline	1
743	pre	baseline	1
711	pre	baseline	1
727	pre	baseline	1
714	pre	baseline	1
700	pre	baseline	1
679	pre	baseline	1
719	pre	baseline	1
655	pre	baseline	1
676	pre	baseline	1
714	pre	baseline	1
714	pre	baseline	1
679	pre	baseline	1
695	pre	baseline	1
717	pre	baseline	1
719	pre	baseline	1
714	pre	baseline	1
773	pre	baseline	1
746	pre	baseline	1
706	pre	baseline	1
681	pre	baseline	1
706	pre	baseline	1
687	pre	baseline	1
695	pre	baseline	1
741	pre	baseline	1
692	pre	baseline	1
722	pre	baseline	1
698	pre	baseline	1
717	pre	baseline	1
708	pre	baseline	1
679	pre	baseline	1
752	pre	baseline	1
679	pre	baseline	1
673	pre	baseline	1
722	pre	baseline	1
741	pre	baseline	1
722	pre	baseline	1
700	pre	baseline	1
717	pre	baseline	1
676	pre	baseline	1
679	pre	baseline	1
703	pre	baseline	1
684	pre	baseline	1
760	pre	baseline	1
652	pre	baseline	1
754	pre	baseline	1
708	pre	baseline	1
719	pre	baseline	1
757	pre	baseline	1
711	pre	baseline	1
679	pre	baseline	1
690	pre	baseline	1
673	pre	baseline	1
706	pre	baseline	1
671	pre	baseline	1
692	pre	baseline	1
665	pre	baseline	1
