Trial	Proposer_ID	Offer	Anger
1	computer	2	1
2	computer	1	1
3	computer	2	1
4	PRP1	2	1
5	PRP2	4	1
6	PRP3	11	1
7	computer	8	1
8	computer	11	1
9	PRP2	1	1
10	PRP4	8	1
11	computer	4	1
12	PRP5	3	1
13	PRP5	1	1
14	PRP4	11	1
15	PRP1	3	1
16	PRP1	1	1
17	PRP3	8	1
18	PRP3	9	1
19	PRP6	8	1
20	computer	4	1
21	PRP6	11	1
22	computer	3	1
23	PRP1	4	1
24	PRP3	10	1
25	computer	10	1
26	PRP2	11	1
27	PRP5	4	1
28	PRP6	2	1
29	computer	10	1
30	PRP6	3	1
31	computer	11	1
32	computer	9	1
33	PRP5	2	1
34	PRP4	10	1
35	PRP4	9	1
36	PRP2	9	1
