Trial	Proposer_ID	Offer	Anger
1	computer	10	1
2	computer	8	1
3	PRP1	11	1
4	PRP2	2	2
5	PRP2	1	2
6	PRP1	8	1
7	PRP3	11	1
8	PRP4	3	1
9	PRP2	3	2
10	PRP5	11	1
11	PRP6	1	3
12	PRP3	3	1
13	PRP4	10	1
14	PRP5	10	1
15	computer	11	1
16	computer	11	1
17	PRP5	9	1
18	PRP6	4	2
19	computer	9	1
20	computer	2	1
21	PRP4	2	1
22	computer	3	1
23	PRP1	9	1
24	computer	1	1
25	computer	10	1
26	PRP3	4	1
27	PRP3	9	1
28	PRP6	2	2
29	PRP6	3	2
30	computer	2	1
31	PRP5	8	1
32	PRP4	11	1
33	PRP2	4	2
34	computer	3	1
35	computer	4	1
36	PRP1	10	1
