Trial	Proposer_ID	Offer	Anger
1	computer	2	1
2	computer	2	1
3	computer	9	1
4	computer	3	1
5	PRP1	2	1
6	computer	8	1
7	PRP1	8	1
8	PRP2	10	1
9	computer	2	1
10	computer	8	1
11	PRP3	11	1
12	computer	10	1
13	PRP4	1	1
14	PRP3	3	1
15	computer	10	1
16	computer	9	1
17	PRP4	2	1
18	computer	11	1
19	computer	1	1
20	computer	9	1
21	PRP2	1	2
22	computer	8	1
23	PRP5	10	1
24	PRP1	9	1
25	PRP4	9	1
26	computer	1	1
27	computer	3	1
28	PRP6	4	1
29	PRP5	2	2
30	computer	1	1
31	PRP2	1	1
32	PRP5	8	1
33	PRP3	8	1
34	PRP6	9	1
35	PRP6	3	1
36	computer	4	1
