Trial	Proposer_ID	Offer	Anger
1	computer	2	1
2	computer	11	1
3	PRP1	4	1
4	PRP2	2	1
5	computer	4	1
6	computer	8	1
7	PRP3	11	1
8	PRP1	1	1
9	PRP2	3	1
10	computer	9	1
11	computer	10	1
12	PRP3	10	1
13	PRP4	10	1
14	PRP5	11	1
15	PRP2	1	1
16	computer	1	1
17	PRP2	4	1
18	PRP6	9	1
19	PRP6	1	1
20	PRP4	9	1
21	computer	8	1
22	PRP5	2	1
23	PRP6	3	1
24	PRP3	8	1
25	PRP1	3	1
26	PRP4	11	1
27	PRP5	4	1
28	PRP4	8	1
29	PRP5	8	1
30	computer	3	1
31	computer	3	1
32	PRP1	2	1
33	PRP6	10	1
34	PRP3	9	1
35	computer	10	1
36	computer	2	1
