Trial	Proposer_ID	Offer	Anger
1	computer	8	1
2	PRP1	3	1
3	computer	11	1
4	PRP2	2	1
5	computer	1	1
6	PRP3	3	1
7	PRP3	2	1
8	computer	2	1
9	PRP4	9	1
10	computer	9	1
11	PRP2	3	1
12	PRP5	9	1
13	computer	4	1
14	PRP4	4	1
15	computer	8	1
16	computer	2	1
17	PRP6	8	1
18	PRP3	1	1
19	PRP5	8	1
20	PRP6	10	1
21	computer	10	1
22	PRP1	9	1
23	PRP2	4	1
24	PRP4	3	1
25	PRP5	10	1
26	PRP6	11	1
27	PRP1	11	1
28	computer	8	1
29	PRP3	4	1
30	PRP6	9	1
31	computer	1	1
32	PRP2	1	1
33	computer	3	1
34	PRP4	10	1
35	PRP5	11	1
36	PRP1	4	1
