Trial	Proposer_ID	Offer	Anger
1	PRP1	9	2
2	PRP2	2	1
3	computer	2	1
4	computer	10	1
5	computer	9	1
6	PRP3	3	1
7	computer	8	1
8	PRP2	9	1
9	computer	9	1
10	computer	1	1
11	PRP3	10	1
12	PRP4	4	1
13	PRP5	1	1
14	PRP4	8	1
15	computer	1	1
16	computer	4	1
17	PRP3	1	1
18	computer	2	1
19	computer	3	1
20	PRP6	3	1
21	computer	9	1
22	PRP6	2	1
23	computer	3	1
24	computer	11	1
25	PRP5	10	1
26	PRP4	11	1
27	computer	8	1
28	computer	2	1
29	PRP6	8	1
30	computer	10	1
31	PRP1	9	1
32	computer	8	1
33	PRP5	8	1
34	computer	1	1
35	PRP1	2	1
36	PRP2	1	1
