Trial	Proposer_ID	Offer	Anger
1	PRP1	8	1
2	PRP1	10	1
3	PRP2	3	1
4	computer	8	1
5	computer	2	1
6	computer	9	1
7	PRP1	2	1
8	PRP3	9	1
9	computer	2	1
10	PRP4	8	1
11	computer	2	1
12	computer	11	1
13	computer	10	1
14	computer	3	1
15	PRP2	11	1
16	computer	1	1
17	PRP5	2	1
18	PRP4	1	1
19	PRP4	2	1
20	PRP5	9	1
21	computer	8	1
22	PRP5	3	1
23	PRP3	1	1
24	PRP6	8	1
25	PRP6	1	1
26	computer	9	1
27	computer	8	1
28	PRP2	10	1
29	computer	3	1
30	computer	9	1
31	PRP6	9	1
32	computer	1	1
33	computer	4	1
34	computer	1	1
35	computer	10	1
36	PRP3	4	1
