IBI	days_since_instruction	weekly_in_lab_sessions_completed	session_start_time
1010	0	2	14:19:00
946	0	2	14:19:00
1064	0	2	14:19:00
533	0	2	14:19:00
768	0	2	14:19:00
795	0	2	14:19:00
975	0	2	14:19:00
1043	0	2	14:19:00
1026	0	2	14:19:00
512	0	2	14:19:00
536	0	2	14:19:00
1148	0	2	14:19:00
725	0	2	14:19:00
978	0	2	14:19:00
1110	0	2	14:19:00
937	0	2	14:19:00
994	0	2	14:19:00
973	0	2	14:19:00
999	0	2	14:19:00
1053	0	2	14:19:00
1045	0	2	14:19:00
1048	0	2	14:19:00
994	0	2	14:19:00
1045	0	2	14:19:00
1061	0	2	14:19:00
1099	0	2	14:19:00
1067	0	2	14:19:00
1043	0	2	14:19:00
978	0	2	14:19:00
983	0	2	14:19:00
1045	0	2	14:19:00
1142	0	2	14:19:00
1059	0	2	14:19:00
1121	0	2	14:19:00
1010	0	2	14:19:00
579	0	2	14:19:00
426	0	2	14:19:00
1067	0	2	14:19:00
1056	0	2	14:19:00
1005	0	2	14:19:00
978	0	2	14:19:00
975	0	2	14:19:00
1021	0	2	14:19:00
1059	0	2	14:19:00
1070	0	2	14:19:00
1053	0	2	14:19:00
967	0	2	14:19:00
1029	0	2	14:19:00
1037	0	2	14:19:00
1018	0	2	14:19:00
1029	0	2	14:19:00
932	0	2	14:19:00
894	0	2	14:19:00
905	0	2	14:19:00
946	0	2	14:19:00
1034	0	2	14:19:00
1053	0	2	14:19:00
1053	0	2	14:19:00
1005	0	2	14:19:00
1056	0	2	14:19:00
1053	0	2	14:19:00
1048	0	2	14:19:00
1005	0	2	14:19:00
956	0	2	14:19:00
959	0	2	14:19:00
991	0	2	14:19:00
1013	0	2	14:19:00
1043	0	2	14:19:00
1061	0	2	14:19:00
1005	0	2	14:19:00
956	0	2	14:19:00
973	0	2	14:19:00
994	0	2	14:19:00
1021	0	2	14:19:00
1013	0	2	14:19:00
1018	0	2	14:19:00
1018	0	2	14:19:00
1040	0	2	14:19:00
983	0	2	14:19:00
935	0	2	14:19:00
975	0	2	14:19:00
1016	0	2	14:19:00
1032	0	2	14:19:00
1137	0	2	14:19:00
819	0	2	14:19:00
886	0	2	14:19:00
937	0	2	14:19:00
975	0	2	14:19:00
951	0	2	14:19:00
894	0	2	14:19:00
929	0	2	14:19:00
962	0	2	14:19:00
983	0	2	14:19:00
994	0	2	14:19:00
981	0	2	14:19:00
954	0	2	14:19:00
983	0	2	14:19:00
1018	0	2	14:19:00
1029	0	2	14:19:00
1013	0	2	14:19:00
954	0	2	14:19:00
989	0	2	14:19:00
994	0	2	14:19:00
1016	0	2	14:19:00
954	0	2	14:19:00
954	0	2	14:19:00
932	0	2	14:19:00
981	0	2	14:19:00
1032	0	2	14:19:00
1048	0	2	14:19:00
1080	0	2	14:19:00
1080	0	2	14:19:00
999	0	2	14:19:00
1067	0	2	14:19:00
1024	0	2	14:19:00
986	0	2	14:19:00
1010	0	2	14:19:00
1008	0	2	14:19:00
1013	0	2	14:19:00
994	0	2	14:19:00
997	0	2	14:19:00
894	0	2	14:19:00
1008	0	2	14:19:00
838	0	2	14:19:00
913	0	2	14:19:00
943	0	2	14:19:00
994	0	2	14:19:00
999	0	2	14:19:00
1013	0	2	14:19:00
964	0	2	14:19:00
978	0	2	14:19:00
997	0	2	14:19:00
1005	0	2	14:19:00
1010	0	2	14:19:00
1024	0	2	14:19:00
986	0	2	14:19:00
948	0	2	14:19:00
978	0	2	14:19:00
981	0	2	14:19:00
1016	0	2	14:19:00
991	0	2	14:19:00
943	0	2	14:19:00
997	0	2	14:19:00
999	0	2	14:19:00
1005	0	2	14:19:00
962	0	2	14:19:00
994	0	2	14:19:00
999	0	2	14:19:00
1013	0	2	14:19:00
967	0	2	14:19:00
1002	0	2	14:19:00
1016	0	2	14:19:00
994	0	2	14:19:00
948	0	2	14:19:00
970	0	2	14:19:00
983	0	2	14:19:00
997	0	2	14:19:00
991	0	2	14:19:00
956	0	2	14:19:00
1002	0	2	14:19:00
1002	0	2	14:19:00
1034	0	2	14:19:00
991	0	2	14:19:00
1008	0	2	14:19:00
1029	0	2	14:19:00
967	0	2	14:19:00
959	0	2	14:19:00
948	0	2	14:19:00
975	0	2	14:19:00
967	0	2	14:19:00
954	0	2	14:19:00
954	0	2	14:19:00
989	0	2	14:19:00
994	0	2	14:19:00
997	0	2	14:19:00
989	0	2	14:19:00
964	0	2	14:19:00
1013	0	2	14:19:00
1024	0	2	14:19:00
973	0	2	14:19:00
1010	0	2	14:19:00
991	0	2	14:19:00
999	0	2	14:19:00
951	0	2	14:19:00
916	0	2	14:19:00
927	0	2	14:19:00
946	0	2	14:19:00
970	0	2	14:19:00
1021	0	2	14:19:00
975	0	2	14:19:00
946	0	2	14:19:00
962	0	2	14:19:00
983	0	2	14:19:00
983	0	2	14:19:00
997	0	2	14:19:00
951	0	2	14:19:00
959	0	2	14:19:00
962	0	2	14:19:00
1040	0	2	14:19:00
932	0	2	14:19:00
967	0	2	14:19:00
1002	0	2	14:19:00
989	0	2	14:19:00
981	0	2	14:19:00
970	0	2	14:19:00
964	0	2	14:19:00
935	0	2	14:19:00
924	0	2	14:19:00
