Trial	Proposer_ID	Offer	Anger
1	computer	9	1
2	PRP1	3	2
3	computer	11	1
4	PRP2	1	2
5	computer	11	1
6	PRP1	4	2
7	PRP3	11	1
8	PRP4	10	1
9	PRP5	1	3
10	computer	1	1
11	PRP6	4	1
12	PRP5	10	1
13	computer	8	1
14	PRP2	4	2
15	PRP3	10	1
16	computer	1	1
17	PRP4	8	1
18	PRP6	8	1
19	computer	3	1
20	PPR4	11	1
21	computer	11	1
22	PRP4	9	1
23	computer	10	1
24	PRP5	2	2
25	PRP1	1	2
26	PRP6	10	1
27	computer	4	1
28	PRP5	8	1
29	PRP2	3	2
30	PRP3	9	1
31	PRP3	8	1
32	PRP2	2	2
33	PRP1	2	2
34	PRP6	3	2
35	computer	2	1
36	computer	1	1
