Trial	Proposer_ID	Offer	Anger
1	PRP1	3	2
2	PRP1	4	2
3	PRP2	4	1
4	PRP3	1	2
5	PRP4	8	1
6	PRP2	10	1
7	PRP5	8	1
8	PRP6	8	1
9	computer	11	1
10	PRP3	2	2
11	computer	1	3
12	PRP2	3	2
13	computer	3	2
14	computer	2	2
15	PRP3	4	2
16	PRP4	9	1
17	PRP6	11	1
18	computer	9	1
19	computer	8	1
20	PRP4	11	1
21	PRP1	2	2
22	PRP5	10	1
23	computer	8	1
24	computer	1	2
25	computer	11	1
26	PRP1	1	2
27	PRP3	3	2
28	computer	4	2
29	PRP4	10	1
30	PRP5	9	1
31	PRP6	1	2
32	PRP5	11	1
33	PRP6	4	2
34	computer	4	2
35	computer	10	1
36	PRP2	9	1
