Trial	Proposer_ID	Offer	Anger
1	computer	10	1
2	computer	2	1
3	PRP1	8	2
4	computer	9	1
5	computer	1	3
6	computer	3	1
7	computer	9	1
8	PRP2	9	1
9	computer	10	1
10	PRP3	10	1
11	computer	2	1
12	PRP3	9	1
13	PRP4	1	2
14	PRP2	11	1
15	PRP5	9	2
16	computer	8	1
17	computer	1	1
18	computer	11	1
19	PRP5	10	1
20	computer	8	1
21	computer	1	1
22	PRP6	2	2
23	PRP4	8	2
24	computer	2	1
25	PRP6	1	1
26	PRP1	1	3
27	computer	8	1
28	PRP6	8	2
29	PRP3	3	3
30	PRP4	3	2
31	PRP5	4	3
32	computer	3	1
33	computer	4	1
34	computer	9	1
35	PRP2	2	1
36	PRP1	2	3
