ibi	time	condition	order
843	post	baseline	1
843	post	baseline	1
854	post	baseline	1
830	post	baseline	1
830	post	baseline	1
819	post	baseline	1
838	post	baseline	1
849	post	baseline	1
865	post	baseline	1
832	post	baseline	1
865	post	baseline	1
851	post	baseline	1
838	post	baseline	1
830	post	baseline	1
827	post	baseline	1
827	post	baseline	1
859	post	baseline	1
840	post	baseline	1
838	post	baseline	1
843	post	baseline	1
846	post	baseline	1
857	post	baseline	1
830	post	baseline	1
840	post	baseline	1
835	post	baseline	1
840	post	baseline	1
908	post	baseline	1
746	post	baseline	1
859	post	baseline	1
835	post	baseline	1
822	post	baseline	1
816	post	baseline	1
822	post	baseline	1
843	post	baseline	1
835	post	baseline	1
835	post	baseline	1
846	post	baseline	1
838	post	baseline	1
843	post	baseline	1
857	post	baseline	1
814	post	baseline	1
800	post	baseline	1
792	post	baseline	1
808	post	baseline	1
827	post	baseline	1
816	post	baseline	1
816	post	baseline	1
795	post	baseline	1
800	post	baseline	1
808	post	baseline	1
768	post	baseline	1
830	post	baseline	1
830	post	baseline	1
824	post	baseline	1
811	post	baseline	1
827	post	baseline	1
819	post	baseline	1
827	post	baseline	1
814	post	baseline	1
808	post	baseline	1
808	post	baseline	1
822	post	baseline	1
822	post	baseline	1
816	post	baseline	1
830	post	baseline	1
816	post	baseline	1
835	post	baseline	1
832	post	baseline	1
854	post	baseline	1
420	post	baseline	1
390	post	baseline	1
838	post	baseline	1
805	post	baseline	1
824	post	baseline	1
824	post	baseline	1
822	post	baseline	1
816	post	baseline	1
814	post	baseline	1
830	post	baseline	1
843	post	baseline	1
824	post	baseline	1
830	post	baseline	1
805	post	baseline	1
803	post	baseline	1
838	post	baseline	1
822	post	baseline	1
824	post	baseline	1
805	post	baseline	1
808	post	baseline	1
808	post	baseline	1
830	post	baseline	1
800	post	baseline	1
789	post	baseline	1
776	post	baseline	1
787	post	baseline	1
803	post	baseline	1
800	post	baseline	1
816	post	baseline	1
803	post	baseline	1
816	post	baseline	1
819	post	baseline	1
814	post	baseline	1
800	post	baseline	1
762	post	baseline	1
770	post	baseline	1
784	post	baseline	1
781	post	baseline	1
789	post	baseline	1
795	post	baseline	1
816	post	baseline	1
792	post	baseline	1
792	post	baseline	1
714	post	baseline	1
849	post	baseline	1
792	post	baseline	1
768	post	baseline	1
757	post	baseline	1
760	post	baseline	1
789	post	baseline	1
814	post	baseline	1
800	post	baseline	1
789	post	baseline	1
803	post	baseline	1
808	post	baseline	1
800	post	baseline	1
803	post	baseline	1
779	post	baseline	1
776	post	baseline	1
792	post	baseline	1
797	post	baseline	1
805	post	baseline	1
792	post	baseline	1
800	post	baseline	1
819	post	baseline	1
803	post	baseline	1
805	post	baseline	1
784	post	baseline	1
787	post	baseline	1
789	post	baseline	1
784	post	baseline	1
811	post	baseline	1
800	post	baseline	1
797	post	baseline	1
822	post	baseline	1
800	post	baseline	1
800	post	baseline	1
784	post	baseline	1
784	post	baseline	1
795	post	baseline	1
765	post	baseline	1
765	post	baseline	1
789	post	baseline	1
792	post	baseline	1
800	post	baseline	1
779	post	baseline	1
765	post	baseline	1
768	post	baseline	1
779	post	baseline	1
773	post	baseline	1
765	post	baseline	1
754	post	baseline	1
754	post	baseline	1
787	post	baseline	1
773	post	baseline	1
779	post	baseline	1
752	post	baseline	1
781	post	baseline	1
770	post	baseline	1
768	post	baseline	1
754	post	baseline	1
770	post	baseline	1
768	post	baseline	1
762	post	baseline	1
754	post	baseline	1
779	post	baseline	1
816	post	baseline	1
811	post	baseline	1
792	post	baseline	1
792	post	baseline	1
789	post	baseline	1
789	post	baseline	1
779	post	baseline	1
760	post	baseline	1
752	post	baseline	1
784	post	baseline	1
781	post	baseline	1
784	post	baseline	1
795	post	baseline	1
789	post	baseline	1
795	post	baseline	1
805	post	baseline	1
811	post	baseline	1
784	post	baseline	1
795	post	baseline	1
800	post	baseline	1
779	post	baseline	1
479	post	baseline	1
272	post	baseline	1
816	post	baseline	1
789	post	baseline	1
797	post	baseline	1
789	post	baseline	1
776	post	baseline	1
851	post	baseline	1
673	post	baseline	1
789	post	baseline	1
746	post	baseline	1
733	post	baseline	1
760	post	baseline	1
779	post	baseline	1
781	post	baseline	1
803	post	baseline	1
814	post	baseline	1
832	post	baseline	1
822	post	baseline	1
819	post	baseline	1
800	post	baseline	1
787	post	baseline	1
805	post	baseline	1
789	post	baseline	1
768	post	baseline	1
776	post	baseline	1
816	post	baseline	1
814	post	baseline	1
811	post	baseline	1
805	post	baseline	1
787	post	baseline	1
795	post	baseline	1
808	post	baseline	1
781	post	baseline	1
765	post	baseline	1
773	post	baseline	1
781	post	baseline	1
789	post	baseline	1
789	post	baseline	1
776	post	baseline	1
776	post	baseline	1
795	post	baseline	1
797	post	baseline	1
800	post	baseline	1
779	post	baseline	1
776	post	baseline	1
797	post	baseline	1
773	post	baseline	1
776	post	baseline	1
789	post	baseline	1
795	post	baseline	1
797	post	baseline	1
797	post	baseline	1
784	post	baseline	1
773	post	baseline	1
784	post	baseline	1
784	post	baseline	1
746	post	baseline	1
757	post	baseline	1
770	post	baseline	1
803	post	baseline	1
789	post	baseline	1
781	post	baseline	1
787	post	baseline	1
808	post	baseline	1
792	post	baseline	1
