Trial	Proposer_ID	Offer	Anger
1	computer	8	1
2	PRP1	10	1
3	PRP2	10	1
4	PRP3	3	1
5	PRP2	11	1
6	PRP4	1	1
7	PRP3	2	1
8	PRP5	9	1
9	PRP5	8	1
10	computer	11	1
11	PRP1	3	1
12	computer	9	1
13	computer	4	1
14	computer	2	1
15	computer	10	1
16	PRP5	11	1
17	PRP4	4	1
18	computer	10	1
19	PRP1	4	1
20	computer	4	1
21	computer	4	2
22	PRP3	4	1
23	PRP5	10	1
24	computer	1	1
25	PRP4	2	1
26	PRP6	3	1
27	PRP4	3	1
28	PRP2	8	1
29	computer	3	1
30	PRP2	9	1
31	computer	9	1
32	PRP1	9	1
33	PRP6	10	1
34	PRP6	9	1
35	PRP6	4	1
36	PRP3	1	1
