Trial	Proposer_ID	Offer	Anger
1	computer	1	2
2	computer	9	1
3	PRP1	2	1
4	PRP2	4	1
5	PRP3	10	1
6	PRP1	1	1
7	PRP4	8	1
8	PRP5	1	2
9	PRP1	10	1
10	PRP4	10	1
11	computer	10	1
12	PRP3	8	1
13	computer	9	1
14	computer	3	1
15	computer	4	1
16	PRP3	11	1
17	PRP5	2	2
18	PRP5	4	1
19	computer	2	2
20	PRP5	3	1
21	PRP6	1	2
22	computer	2	2
23	PRP6	3	1
24	PRP6	11	1
25	computer	10	1
26	PRP2	1	1
27	PRP3	9	1
28	computer	11	1
29	PRP2	2	1
30	computer	8	1
31	PRP6	9	1
32	computer	2	2
33	PRP4	11	1
34	PRP4	9	1
35	PRP2	3	1
36	PRP1	11	1
