Trial	Proposer_ID	Offer	Anger
1	PRP1	8	1
2	PRP1	11	1
3	PRP2	9	1
4	computer	4	1
5	computer	9	1
6	PRP3	2	1
7	computer	2	1
8	computer	3	1
9	PRP4	4	1
10	computer	10	1
11	PRP2	10	1
12	computer	9	1
13	computer	11	1
14	PRP3	9	1
15	PRP2	8	1
16	computer	10	1
17	PRP2	11	1
18	PRP5	8	1
19	PRP3	10	1
20	PRP5	2	1
21	PRP4	1	1
22	computer	1	1
23	computer	1	1
24	PRP5	1	1
25	computer	8	1
26	PRP4	2	1
27	PRP3	3	1
28	PRP1	10	1
29	computer	4	1
30	PRP5	10	1
31	PRP6	3	1
32	PRP6	4	1
33	PRP6	1	1
34	PRP1	9	1
35	PRP4	3	1
36	PRP6	2	1
