Trial	Proposer_ID	Offer	Anger
1	computer	2	1
2	PRP1	1	2
3	computer	2	2
4	PRP2	3	1
5	PRP2	10	1
6	PRP3	1	1
7	PRP4	11	1
8	computer	11	2
9	PRP4	2	1
10	PRP3	3	1
11	computer	4	2
12	PRP5	11	1
13	PRP2	9	1
14	PRP4	1	1
15	PRP6	9	1
16	PRP6	10	1
17	computer	10	2
18	PRP5	10	1
19	PRP1	2	2
20	PRP5	9	1
21	PRP1	3	2
22	computer	8	2
23	PRP5	8	1
24	PRP1	4	2
25	PRP2	2	1
26	PRP4	8	1
27	computer	1	2
28	computer	3	1
29	computer	8	1
30	computer	4	1
31	PRP3	4	1
32	PRP6	8	1
33	PRP6	11	1
34	computer	9	1
35	PRP3	2	1
36	computer	9	1
