Trial	Proposer_ID	Offer	Anger
1	computer	2	1
2	PRP1	1	1
3	PRP2	11	1
4	PRP3	2	2
5	computer	2	1
6	computer	3	1
7	computer	10	1
8	PRP2	9	1
9	computer	2	1
10	computer	1	3
11	PRP4	4	1
12	computer	8	1
13	computer	9	1
14	computer	1	3
15	PRP2	3	2
16	PRP4	10	1
17	computer	3	2
18	computer	4	2
19	PRP5	2	2
20	computer	1	2
21	computer	11	1
22	PRP4	2	2
23	PRP6	9	1
24	PRP1	8	1
25	PRP3	3	1
26	computer	9	1
27	computer	9	1
28	PRP6	1	3
29	PRP6	1	2
30	PRP3	8	1
31	computer	10	1
32	PRP5	8	1
33	computer	8	1
34	computer	8	1
35	PRP5	10	1
36	PRP1	9	1
