Trial	Proposer_ID	Offer	Anger
1	PRP1	4	1
2	PRP2	9	1
3	PRP3	1	2
4	computer	11	1
5	PRP4	9	1
6	computer	8	1
7	computer	3	2
8	computer	9	1
9	computer	1	3
10	PRP4	8	1
11	PRP4	2	1
12	PRP1	10	1
13	PRP2	11	1
14	PRP5	1	1
15	PRP2	10	1
16	PRP3	3	1
17	PRP3	2	3
18	PRP6	10	1
19	PRP2	8	1
20	PRP5	3	1
21	PRP5	2	1
22	PRP3	4	2
23	computer	8	1
24	PRP4	3	1
25	PRP6	11	1
26	computer	2	2
27	computer	10	1
28	computer	4	2
29	computer	4	1
30	PRP6	9	1
31	PRP5	4	1
32	PRP1	9	1
33	PRP6	8	1
34	PRP1	3	1
35	computer	10	1
36	computer	4	1
