Trial	Proposer_ID	Offer	Anger
1	computer	11	1
2	PRP1	4	1
3	computer	1	1
4	computer	4	2
5	PRP2	1	1
6	computer	3	2
7	PRP3	4	1
8	PPR4	8	1
9	computer	10	4
10	PRP3	8	1
11	PRP4	10	1
12	PRP5	4	1
13	PRP5	3	1
14	PRP2	8	1
15	PRP6	8	1
16	PRP3	10	1
17	computer	10	4
18	computer	11	4
19	PRP1	3	1
20	PRP5	1	1
21	computer	4	2
22	PRP6	9	1
23	computer	9	2
24	PRP6	11	1
25	PRP3	3	1
26	computer	8	3
27	computer	1	3
28	PRP2	2	1
29	computer	2	4
30	PRP2	11	1
31	PRP5	2	1
32	PRP4	9	1
33	PRP6	10	1
34	PRP1	2	1
35	PRP1	1	1
36	PRP4	11	1
