Trial	Proposer_ID	Offer	Anger
1	PRP1	2	1
2	PRP2	9	1
3	PRP3	1	1
4	computer	8	1
5	PRP4	9	1
6	PRP3	10	1
7	PRP2	3	1
8	PRP5	2	1
9	PRP1	3	1
10	PRP1	10	1
11	PRP4	1	1
12	computer	10	1
13	computer	3	1
14	PRP4	11	1
15	computer	3	1
16	computer	2	1
17	PRP6	8	1
18	computer	8	1
19	computer	1	2
20	computer	8	1
21	computer	9	1
22	computer	2	1
23	computer	9	1
24	computer	10	1
25	computer	2	1
26	PRP5	4	1
27	PRP3	2	1
28	PRP2	9	1
29	computer	1	2
30	computer	4	1
31	PRP6	1	1
32	PRP6	8	1
33	PRP5	8	1
34	computer	1	2
35	computer	9	1
36	computer	11	1
