IBI	days_since_instruction	weekly_in_lab_sessions_completed	session_start_time
792	0	2	18:24:50
603	0	2	18:24:50
870	0	2	18:24:50
827	0	2	18:24:50
1274	0	2	18:24:50
687	0	2	18:24:50
717	0	2	18:24:50
541	0	2	18:24:50
824	0	2	18:24:50
630	0	2	18:24:50
636	0	2	18:24:50
717	0	2	18:24:50
668	0	2	18:24:50
614	0	2	18:24:50
671	0	2	18:24:50
681	0	2	18:24:50
690	0	2	18:24:50
638	0	2	18:24:50
725	0	2	18:24:50
630	0	2	18:24:50
673	0	2	18:24:50
606	0	2	18:24:50
706	0	2	18:24:50
514	0	2	18:24:50
606	0	2	18:24:50
625	0	2	18:24:50
611	0	2	18:24:50
603	0	2	18:24:50
714	0	2	18:24:50
576	0	2	18:24:50
571	0	2	18:24:50
757	0	2	18:24:50
738	0	2	18:24:50
388	0	2	18:24:50
646	0	2	18:24:50
601	0	2	18:24:50
598	0	2	18:24:50
601	0	2	18:24:50
606	0	2	18:24:50
649	0	2	18:24:50
641	0	2	18:24:50
676	0	2	18:24:50
749	0	2	18:24:50
765	0	2	18:24:50
743	0	2	18:24:50
779	0	2	18:24:50
760	0	2	18:24:50
789	0	2	18:24:50
787	0	2	18:24:50
752	0	2	18:24:50
741	0	2	18:24:50
741	0	2	18:24:50
692	0	2	18:24:50
781	0	2	18:24:50
765	0	2	18:24:50
743	0	2	18:24:50
811	0	2	18:24:50
598	0	2	18:24:50
1002	0	2	18:24:50
811	0	2	18:24:50
690	0	2	18:24:50
746	0	2	18:24:50
752	0	2	18:24:50
719	0	2	18:24:50
784	0	2	18:24:50
843	0	2	18:24:50
611	0	2	18:24:50
1132	0	2	18:24:50
768	0	2	18:24:50
789	0	2	18:24:50
733	0	2	18:24:50
714	0	2	18:24:50
757	0	2	18:24:50
749	0	2	18:24:50
768	0	2	18:24:50
814	0	2	18:24:50
773	0	2	18:24:50
549	0	2	18:24:50
959	0	2	18:24:50
582	0	2	18:24:50
830	0	2	18:24:50
698	0	2	18:24:50
660	0	2	18:24:50
657	0	2	18:24:50
671	0	2	18:24:50
765	0	2	18:24:50
878	0	2	18:24:50
822	0	2	18:24:50
854	0	2	18:24:50
851	0	2	18:24:50
824	0	2	18:24:50
805	0	2	18:24:50
719	0	2	18:24:50
474	0	2	18:24:50
431	0	2	18:24:50
773	0	2	18:24:50
819	0	2	18:24:50
846	0	2	18:24:50
854	0	2	18:24:50
590	0	2	18:24:50
350	0	2	18:24:50
711	0	2	18:24:50
725	0	2	18:24:50
757	0	2	18:24:50
765	0	2	18:24:50
708	0	2	18:24:50
840	0	2	18:24:50
905	0	2	18:24:50
816	0	2	18:24:50
940	0	2	18:24:50
911	0	2	18:24:50
873	0	2	18:24:50
865	0	2	18:24:50
878	0	2	18:24:50
789	0	2	18:24:50
792	0	2	18:24:50
770	0	2	18:24:50
752	0	2	18:24:50
803	0	2	18:24:50
706	0	2	18:24:50
768	0	2	18:24:50
717	0	2	18:24:50
746	0	2	18:24:50
606	0	2	18:24:50
743	0	2	18:24:50
646	0	2	18:24:50
638	0	2	18:24:50
665	0	2	18:24:50
660	0	2	18:24:50
673	0	2	18:24:50
698	0	2	18:24:50
746	0	2	18:24:50
708	0	2	18:24:50
749	0	2	18:24:50
792	0	2	18:24:50
681	0	2	18:24:50
797	0	2	18:24:50
787	0	2	18:24:50
733	0	2	18:24:50
752	0	2	18:24:50
749	0	2	18:24:50
770	0	2	18:24:50
749	0	2	18:24:50
822	0	2	18:24:50
876	0	2	18:24:50
819	0	2	18:24:50
886	0	2	18:24:50
878	0	2	18:24:50
884	0	2	18:24:50
819	0	2	18:24:50
814	0	2	18:24:50
760	0	2	18:24:50
781	0	2	18:24:50
552	0	2	18:24:50
997	0	2	18:24:50
768	0	2	18:24:50
754	0	2	18:24:50
727	0	2	18:24:50
795	0	2	18:24:50
870	0	2	18:24:50
902	0	2	18:24:50
897	0	2	18:24:50
1711	0	2	18:24:50
830	0	2	18:24:50
808	0	2	18:24:50
797	0	2	18:24:50
738	0	2	18:24:50
792	0	2	18:24:50
768	0	2	18:24:50
803	0	2	18:24:50
595	0	2	18:24:50
1102	0	2	18:24:50
800	0	2	18:24:50
814	0	2	18:24:50
625	0	2	18:24:50
916	0	2	18:24:50
832	0	2	18:24:50
725	0	2	18:24:50
735	0	2	18:24:50
560	0	2	18:24:50
1005	0	2	18:24:50
787	0	2	18:24:50
779	0	2	18:24:50
803	0	2	18:24:50
787	0	2	18:24:50
878	0	2	18:24:50
881	0	2	18:24:50
795	0	2	18:24:50
805	0	2	18:24:50
819	0	2	18:24:50
760	0	2	18:24:50
814	0	2	18:24:50
789	0	2	18:24:50
768	0	2	18:24:50
636	0	2	18:24:50
916	0	2	18:24:50
797	0	2	18:24:50
754	0	2	18:24:50
784	0	2	18:24:50
768	0	2	18:24:50
800	0	2	18:24:50
811	0	2	18:24:50
827	0	2	18:24:50
733	0	2	18:24:50
795	0	2	18:24:50
698	0	2	18:24:50
730	0	2	18:24:50
752	0	2	18:24:50
733	0	2	18:24:50
781	0	2	18:24:50
576	0	2	18:24:50
940	0	2	18:24:50
779	0	2	18:24:50
523	0	2	18:24:50
714	0	2	18:24:50
657	0	2	18:24:50
587	0	2	18:24:50
606	0	2	18:24:50
1250	0	2	18:24:50
531	0	2	18:24:50
471	0	2	18:24:50
571	0	2	18:24:50
727	0	2	18:24:50
1105	0	2	18:24:50
299	0	2	18:24:50
1255	0	2	18:24:50
541	0	2	18:24:50
684	0	2	18:24:50
