Trial	Proposer_ID	Offer	Anger
1	PRP1	8	1
2	computer	1	1
3	PRP2	9	1
4	computer	11	1
5	computer	2	1
6	computer	10	1
7	computer	2	1
8	PRP3	9	1
9	computer	9	1
10	computer	2	1
11	computer	10	1
12	computer	4	1
13	computer	8	1
14	computer	8	1
15	PRP4	3	1
16	PRP5	2	1
17	PRP2	2	1
18	PRP3	4	1
19	PRP6	3	1
20	PRP2	2	1
21	computer	9	1
22	computer	1	1
23	computer	3	1
24	PRP3	1	1
25	PRP5	8	1
26	computer	1	1
27	PRP5	10	1
28	PRP6	11	1
29	PRP1	1	1
30	PRP4	9	1
31	PRP1	10	1
32	PRP4	1	1
33	computer	8	1
34	PRP6	8	1
35	computer	9	1
36	computer	3	1
