Trial	Proposer_ID	Offer	Anger
1	PRP1	10	1
2	computer	2	1
3	computer	2	1
4	PRP2	10	1
5	PRP2	2	1
6	computer	10	1
7	computer	2	1
8	PRP3	8	1
9	computer	1	1
10	computer	8	1
11	computer	8	1
12	PRP4	3	1
13	computer	4	1
14	computer	1	1
15	PRP2	2	1
16	PRP5	1	1
17	PRP5	8	1
18	PRP6	1	1
19	PRP5	3	1
20	computer	9	1
21	PRP1	9	1
22	PRP4	8	1
23	PRP6	11	1
24	PRP3	9	1
25	PRP3	4	1
26	computer	3	1
27	computer	9	1
28	computer	9	1
29	computer	3	1
30	PRP4	2	1
31	computer	8	1
32	computer	11	1
33	PRP1	1	1
34	computer	10	1
35	computer	1	1
36	PRP6	9	1
