Trial	Proposer_ID	Offer	Anger
1	computer	3	1
2	PRP1	11	1
3	PRP1	8	1
4	PRP1	10	1
5	PRP2	3	1
6	computer	10	1
7	PRP3	2	1
8	computer	1	1
9	computer	8	1
10	PRP2	9	1
11	computer	8	1
12	PRP4	10	1
13	PRP4	11	1
14	computer	3	1
15	PRP5	3	1
16	PRP2	11	1
17	PRP4	3	1
18	PRP3	1	1
19	PRP6	8	1
20	PRP3	3	1
21	computer	4	1
22	PRP5	4	1
23	PRP1	9	1
24	computer	9	1
25	PRP6	9	1
26	computer	3	1
27	PRP2	2	1
28	PRP3	4	1
29	PRP6	11	1
30	PRP4	4	1
31	computer	2	1
32	PRP6	10	1
33	PRP5	1	1
34	PRP5	2	1
35	computer	8	1
36	computer	11	1
