Trial	Proposer_ID	Offer	Anger
1	computer	9	1
2	PRP1	4	2
3	computer	11	1
4	PRP2	4	4
5	PRP2	1	4
6	computer	4	1
7	computer	9	1
8	PRP3	1	3
9	PRP1	11	2
10	PRP4	3	1
11	computer	2	1
12	computer	8	1
13	computer	10	1
14	computer	4	1
15	PRP2	2	4
16	computer	10	1
17	PRP5	10	1
18	computer	1	1
19	PRP1	9	2
20	PRP3	3	3
21	PRP6	9	1
22	computer	1	1
23	PRP5	11	1
24	PRP3	4	4
25	PRP5	9	1
26	PRP6	10	1
27	PRP4	11	1
28	PRP4	4	2
29	PRP4	8	1
30	computer	3	1
31	PRP6	11	1
32	PRP5	8	1
33	PRP2	3	4
34	PRP1	2	2
35	PRP3	2	4
36	PRP6	8	1
