Trial	Proposer_ID	Offer	Anger
1	PRP1	1	3
2	computer	8	1
3	PRP2	1	4
4	PRP2	3	3
5	PRP3	3	3
6	computer	3	5
7	computer	9	2
8	computer	4	4
9	computer	1	5
10	PRP4	11	1
11	computer	11	1
12	PRP5	3	2
13	computer	2	5
14	computer	8	2
15	computer	4	4
16	computer	11	1
17	PRP4	9	1
18	PRP4	10	1
19	PRP6	10	1
20	PRP5	2	2
21	PRP3	4	2
22	PRP6	11	1
23	PRP5	8	1
24	PRP3	2	3
25	computer	3	4
26	PRP2	2	4
27	computer	10	1
28	PRP3	1	3
29	PRP5	11	1
30	PRP6	9	1
31	PRP1	2	2
32	PRP1	11	1
33	PRP1	10	1
34	PRP6	8	1
35	PRP4	8	1
36	PRP2	4	3
