ibi	time	condition	order
840	pre	baseline	1
870	pre	baseline	1
843	pre	baseline	1
814	pre	baseline	1
797	pre	baseline	1
835	pre	baseline	1
873	pre	baseline	1
919	pre	baseline	1
937	pre	baseline	1
878	pre	baseline	1
876	pre	baseline	1
902	pre	baseline	1
889	pre	baseline	1
808	pre	baseline	1
784	pre	baseline	1
822	pre	baseline	1
832	pre	baseline	1
876	pre	baseline	1
865	pre	baseline	1
843	pre	baseline	1
816	pre	baseline	1
873	pre	baseline	1
913	pre	baseline	1
908	pre	baseline	1
886	pre	baseline	1
830	pre	baseline	1
840	pre	baseline	1
741	pre	baseline	1
819	pre	baseline	1
849	pre	baseline	1
867	pre	baseline	1
873	pre	baseline	1
808	pre	baseline	1
851	pre	baseline	1
851	pre	baseline	1
878	pre	baseline	1
835	pre	baseline	1
797	pre	baseline	1
816	pre	baseline	1
838	pre	baseline	1
838	pre	baseline	1
811	pre	baseline	1
776	pre	baseline	1
787	pre	baseline	1
816	pre	baseline	1
824	pre	baseline	1
800	pre	baseline	1
779	pre	baseline	1
822	pre	baseline	1
889	pre	baseline	1
935	pre	baseline	1
865	pre	baseline	1
811	pre	baseline	1
819	pre	baseline	1
787	pre	baseline	1
816	pre	baseline	1
851	pre	baseline	1
886	pre	baseline	1
811	pre	baseline	1
805	pre	baseline	1
814	pre	baseline	1
889	pre	baseline	1
919	pre	baseline	1
867	pre	baseline	1
792	pre	baseline	1
822	pre	baseline	1
805	pre	baseline	1
881	pre	baseline	1
369	pre	baseline	1
455	pre	baseline	1
878	pre	baseline	1
787	pre	baseline	1
819	pre	baseline	1
838	pre	baseline	1
916	pre	baseline	1
892	pre	baseline	1
840	pre	baseline	1
792	pre	baseline	1
816	pre	baseline	1
819	pre	baseline	1
838	pre	baseline	1
865	pre	baseline	1
862	pre	baseline	1
803	pre	baseline	1
814	pre	baseline	1
811	pre	baseline	1
787	pre	baseline	1
660	pre	baseline	1
215	pre	baseline	1
307	pre	baseline	1
695	pre	baseline	1
703	pre	baseline	1
598	pre	baseline	1
644	pre	baseline	1
867	pre	baseline	1
226	pre	baseline	1
390	pre	baseline	1
1099	pre	baseline	1
714	pre	baseline	1
1026	pre	baseline	1
956	pre	baseline	1
598	pre	baseline	1
733	pre	baseline	1
924	pre	baseline	1
932	pre	baseline	1
997	pre	baseline	1
973	pre	baseline	1
881	pre	baseline	1
843	pre	baseline	1
816	pre	baseline	1
935	pre	baseline	1
956	pre	baseline	1
884	pre	baseline	1
1013	pre	baseline	1
652	pre	baseline	1
789	pre	baseline	1
881	pre	baseline	1
215	pre	baseline	1
735	pre	baseline	1
811	pre	baseline	1
983	pre	baseline	1
711	pre	baseline	1
902	pre	baseline	1
843	pre	baseline	1
781	pre	baseline	1
797	pre	baseline	1
867	pre	baseline	1
779	pre	baseline	1
919	pre	baseline	1
951	pre	baseline	1
797	pre	baseline	1
849	pre	baseline	1
884	pre	baseline	1
884	pre	baseline	1
886	pre	baseline	1
803	pre	baseline	1
787	pre	baseline	1
768	pre	baseline	1
765	pre	baseline	1
827	pre	baseline	1
849	pre	baseline	1
792	pre	baseline	1
830	pre	baseline	1
849	pre	baseline	1
911	pre	baseline	1
881	pre	baseline	1
797	pre	baseline	1
843	pre	baseline	1
840	pre	baseline	1
846	pre	baseline	1
822	pre	baseline	1
781	pre	baseline	1
808	pre	baseline	1
849	pre	baseline	1
892	pre	baseline	1
854	pre	baseline	1
779	pre	baseline	1
851	pre	baseline	1
916	pre	baseline	1
889	pre	baseline	1
840	pre	baseline	1
830	pre	baseline	1
859	pre	baseline	1
870	pre	baseline	1
814	pre	baseline	1
835	pre	baseline	1
862	pre	baseline	1
897	pre	baseline	1
900	pre	baseline	1
865	pre	baseline	1
908	pre	baseline	1
951	pre	baseline	1
886	pre	baseline	1
830	pre	baseline	1
900	pre	baseline	1
916	pre	baseline	1
843	pre	baseline	1
849	pre	baseline	1
832	pre	baseline	1
873	pre	baseline	1
878	pre	baseline	1
770	pre	baseline	1
792	pre	baseline	1
832	pre	baseline	1
854	pre	baseline	1
900	pre	baseline	1
781	pre	baseline	1
867	pre	baseline	1
927	pre	baseline	1
956	pre	baseline	1
824	pre	baseline	1
927	pre	baseline	1
862	pre	baseline	1
884	pre	baseline	1
857	pre	baseline	1
803	pre	baseline	1
776	pre	baseline	1
870	pre	baseline	1
846	pre	baseline	1
881	pre	baseline	1
832	pre	baseline	1
932	pre	baseline	1
919	pre	baseline	1
927	pre	baseline	1
784	pre	baseline	1
857	pre	baseline	1
854	pre	baseline	1
873	pre	baseline	1
851	pre	baseline	1
797	pre	baseline	1
865	pre	baseline	1
911	pre	baseline	1
948	pre	baseline	1
859	pre	baseline	1
884	pre	baseline	1
889	pre	baseline	1
838	pre	baseline	1
787	pre	baseline	1
800	pre	baseline	1
822	pre	baseline	1
835	pre	baseline	1
779	pre	baseline	1
803	pre	baseline	1
876	pre	baseline	1
900	pre	baseline	1
819	pre	baseline	1
870	pre	baseline	1
865	pre	baseline	1
878	pre	baseline	1
822	pre	baseline	1
876	pre	baseline	1
894	pre	baseline	1
946	pre	baseline	1
859	pre	baseline	1
884	pre	baseline	1
905	pre	baseline	1
894	pre	baseline	1
824	pre	baseline	1
797	pre	baseline	1
819	pre	baseline	1
857	pre	baseline	1
878	pre	baseline	1
835	pre	baseline	1
792	pre	baseline	1
827	pre	baseline	1
849	pre	baseline	1
795	pre	baseline	1
800	pre	baseline	1
819	pre	baseline	1
859	pre	baseline	1
832	pre	baseline	1
819	pre	baseline	1
859	pre	baseline	1
913	pre	baseline	1
870	pre	baseline	1
779	pre	baseline	1
859	pre	baseline	1
854	pre	baseline	1
795	pre	baseline	1
800	pre	baseline	1
894	pre	baseline	1
803	pre	baseline	1
822	pre	baseline	1
797	pre	baseline	1
857	pre	baseline	1
878	pre	baseline	1
824	pre	baseline	1
835	pre	baseline	1
835	pre	baseline	1
838	pre	baseline	1
779	pre	baseline	1
795	pre	baseline	1
851	pre	baseline	1
870	pre	baseline	1
808	pre	baseline	1
789	pre	baseline	1
816	pre	baseline	1
846	pre	baseline	1
886	pre	baseline	1
859	pre	baseline	1
779	pre	baseline	1
808	pre	baseline	1
843	pre	baseline	1
854	pre	baseline	1
819	pre	baseline	1
835	pre	baseline	1
870	pre	baseline	1
876	pre	baseline	1
808	pre	baseline	1
811	pre	baseline	1
838	pre	baseline	1
862	pre	baseline	1
808	pre	baseline	1
784	pre	baseline	1
819	pre	baseline	1
857	pre	baseline	1
805	pre	baseline	1
935	pre	baseline	1
727	pre	baseline	1
843	pre	baseline	1
787	pre	baseline	1
811	pre	baseline	1
867	pre	baseline	1
911	pre	baseline	1
832	pre	baseline	1
800	pre	baseline	1
832	pre	baseline	1
849	pre	baseline	1
819	pre	baseline	1
795	pre	baseline	1
816	pre	baseline	1
905	pre	baseline	1
964	pre	baseline	1
900	pre	baseline	1
819	pre	baseline	1
870	pre	baseline	1
892	pre	baseline	1
894	pre	baseline	1
830	pre	baseline	1
781	pre	baseline	1
787	pre	baseline	1
800	pre	baseline	1
773	pre	baseline	1
805	pre	baseline	1
776	pre	baseline	1
824	pre	baseline	1
886	pre	baseline	1
870	pre	baseline	1
835	pre	baseline	1
902	pre	baseline	1
924	pre	baseline	1
838	pre	baseline	1
832	pre	baseline	1
854	pre	baseline	1
859	pre	baseline	1
811	pre	baseline	1
824	pre	baseline	1
800	pre	baseline	1
838	pre	baseline	1
876	pre	baseline	1
776	pre	baseline	1
897	pre	baseline	1
919	pre	baseline	1
832	pre	baseline	1
795	pre	baseline	1
827	pre	baseline	1
854	pre	baseline	1
808	pre	baseline	1
816	pre	baseline	1
819	pre	baseline	1
840	pre	baseline	1
884	pre	baseline	1
784	pre	baseline	1
819	pre	baseline	1
889	pre	baseline	1
881	pre	baseline	1
797	pre	baseline	1
765	pre	baseline	1
808	pre	baseline	1
838	pre	baseline	1
924	pre	baseline	1
916	pre	baseline	1
894	pre	baseline	1
897	pre	baseline	1
749	pre	baseline	1
800	pre	baseline	1
781	pre	baseline	1
862	pre	baseline	1
835	pre	baseline	1
760	pre	baseline	1
757	pre	baseline	1
754	pre	baseline	1
