Trial	Proposer_ID	Offer	Anger
1	computer	11	1
2	PRP1	1	2
3	PRP2	4	2
4	computer	3	4
5	computer	10	1
6	computer	8	2
7	PRP3	1	4
8	PRP2	2	3
9	PRP4	9	1
10	PRP1	10	1
11	PRP5	8	1
12	PRP6	4	2
13	computer	1	5
14	computer	2	3
15	computer	9	1
16	PRP6	9	1
17	PRP6	11	1
18	PRP2	1	4
19	PRP3	3	3
20	computer	8	2
21	PRP1	9	1
22	PRP1	4	3
23	PRP5	10	1
24	PRP4	8	1
25	computer	3	3
26	PRP2	3	4
27	PRP3	2	4
28	PRP6	3	4
29	PRP4	11	1
30	computer	4	3
31	computer	9	1
32	PRP5	11	1
33	PPR4	10	1
34	PRP5	9	1
35	PRP3	4	3
36	computer	1	4
