Trial	Proposer_ID	Offer	Anger
1	PRP1	1	4
2	computer	3	1
3	PRP2	10	1
4	PRP3	9	1
5	PRP4	8	2
6	PRP3	2	3
7	PRP4	2	3
8	computer	11	1
9	PRP2	1	3
10	computer	9	1
11	computer	2	1
12	computer	1	1
13	PRP5	3	3
14	PRP6	1	4
15	computer	2	1
16	PRP5	9	1
17	computer	8	1
18	PRP4	8	1
19	PRP1	3	3
20	PRP5	2	3
21	computer	3	1
22	PRP6	11	1
23	computer	9	1
24	computer	1	1
25	PRP2	4	2
26	computer	9	1
27	computer	2	1
28	computer	1	1
29	computer	10	1
30	computer	8	1
31	PRP1	8	2
32	PRP3	9	1
33	computer	8	1
34	computer	10	1
35	PRP6	10	1
36	computer	4	1
